"","Overall"
"X792",84.5129522438427
"X793",84.0727863804817
"X794",83.6123060368315
"X795",83.1481195589715
"X796",82.6842855336112
"X797",82.2226343833093
"X798",81.7682685412268
"X799",81.3051511931665
"X800",80.8303126936738
"X801",80.357897953092
"X802",79.8835697940946
"X803",79.4141896306833
"X804",78.9394697019409
"X805",78.47502849931
"X806",77.9930501911338
"X807",77.5112924693197
"X808",77.0512200793621
"X809",76.5799524073348
"X810",76.1017059542439
"X811",75.6222797572852
"X812",75.1396484714256
"X813",74.665611347962
"X814",74.1937084503346
"X815",73.7205765039279
"X816",73.2460103074689
"X817",72.7596613057924
"X818",72.2906312496683
"X819",71.8302807960756
"X820",71.3704691980163
"X821",70.9189312026645
"X822",70.4457961442589
"X823",69.9753162630553
"X824",69.5210882678614
"X825",69.0693403010665
"X826",68.6152386669408
"X827",68.1602626590405
"X828",67.7171234168672
"X829",67.2668704805111
"X830",66.8268905497354
"X831",66.3863387500054
"X832",65.9612794871832
"X833",65.5199738255412
"X834",65.0814851500453
"X835",64.6527762033818
"X836",64.2299960244895
"X837",63.8024224590133
"X838",63.3826566574965
"X839",62.9675391816221
"X840",62.5602193772571
"X841",62.138096920667
"X842",61.7341029196923
"X843",61.3324182225323
"X844",60.9424583599382
"X845",60.5505826460034
"X846",60.1670463274549
"X847",59.7846718617912
"X848",59.4010543325583
"X849",59.0098065356494
"X850",58.6403557620904
"X851",58.2749222394732
"X852",57.9222513331713
"X853",57.5649875205735
"X854",57.1867266954613
"X855",56.8241818342138
"X856",56.4765031051633
"X857",56.1325733295896
"X858",55.8066615273716
"X859",55.4833309185295
"X860",55.1567001178697
"X861",54.8242625464791
"X862",54.5025973607463
"X863",54.2032361823569
"X864",53.9093037327926
"X865",53.601198957849
"X866",53.3038550871959
"X867",53.0139695060749
"X868",52.7161834615347
"X869",52.4228290291907
"X870",52.139854418194
"X871",51.8631025580983
"X872",51.5981985722384
"X873",51.3263992286424
"X874",51.0648993696117
"X875",50.8065648608455
"X876",50.5453777927521
"X877",50.291686138177
"X878",50.0522566583336
"X879",49.8194771775405
"X880",49.5768346786374
"X881",49.3378689102131
"X882",49.1194124543562
"X883",48.9001132546665
"X884",48.6960803608145
"X885",48.5028463457742
"X886",48.3023686811903
"X887",48.1097863190221
"X888",47.9182211790092
"X889",47.736771197642
"X890",47.5674381547786
"X891",47.3831433949904
"X892",47.2105572912399
"X893",47.0232587760347
"X894",46.8363211616243
"X895",46.6611378861237
"X896",46.4976533341397
"X897",46.3545721864199
"X898",46.2174452555242
"X899",46.0721785722182
"X900",45.9207537132584
"X901",45.7884748613921
"X902",45.6547920862881
"X903",45.5456966910444
"X904",45.4464876200223
"X905",45.3354813698609
"X906",45.220563898751
"X907",45.1063132947167
"X908",45.010754043639
"X909",44.9226899553116
"X910",44.8258615279809
"X911",44.743783144752
"X912",44.6283325045185
"X913",44.5319575106664
"X914",44.44282812214
"X915",44.3564358157007
"X916",44.2802089932659
"X917",44.1999772173507
"X918",44.1295316484191
"X919",44.0455328191833
"X920",43.96218295382
"X921",43.9156987041899
"X922",43.8716984220561
"X923",43.8248564969515
"X924",43.7737919438929
"X925",43.7159473822459
"X926",43.659214350103
"X927",43.6142055300285
"X928",43.5886507574412
"X929",43.5747209891858
"X930",43.5566691791601
"X931",43.5254483222448
"X932",43.48771502676
"X933",43.4432170135385
"X934",43.4189355372622
"X935",43.3957639390806
"X936",43.3684836312101
"X937",43.3587183765328
"X938",43.3332419687812
"X939",43.3178652141489
"X940",43.2950345346064
"X941",43.2939941790885
"X942",43.2772610079803
"X943",43.2703076670194
"X944",43.2566694743455
"X945",43.2646226048262
"X946",43.257043405377
"X947",43.2552827077046
"X948",43.2312990196054
"X949",43.2502432521522
"X950",43.2649941536796
"X951",43.3057204018055
"X952",43.319635940477
"X953",43.3448760416909
"X954",43.372255763397
"X955",43.4001897717652
"X956",43.4345330011005
"X957",43.4668534608423
"X958",43.4636731765292
"X959",43.4764518872454
"X960",43.5001499626157
"X961",43.5187657507538
"X962",43.5583411731029
"X963",43.5462625074494
"X964",43.5657235778377
"X965",43.6042189473774
"X966",43.653604313195
"X967",43.7006736727557
"X968",43.7282001649872
"X969",43.769433493658
"X970",43.8061668358326
"X971",43.818562685359
"X972",43.8725293437172
"X973",43.9298093946777
"X974",43.9485912078387
"X975",43.9701951150361
"X976",43.9967308092325
"X977",44.0233835087664
"X978",44.0470165384472
"X979",44.0563717390457
"X980",44.0605028482593
"X981",44.0282236631725
"X982",43.994252286497
"X983",44.0121781778499
"X984",44.0277650827832
"X985",44.033551362037
"X986",44.0430397079465
"X987",44.0322111689257
"X988",44.0549010144554
"X989",44.0813481331061
"X990",44.1206078799229
"X991",44.1437687886692
"X992",44.1321097009063
"X993",44.1071792585094
"X994",44.0963355611955
"X995",44.0663389253436
"X996",44.0512240938226
"X997",44.1984903588311
"X998",44.3420985687136
"X999",44.5144481033049
"X1000",44.4282596292327
"X1001",44.3523588073955
"X1002",44.2759400026721
"X1003",44.1966894284683
"X1004",44.1285209793224
"X1005",44.0386358469151
"X1006",43.7836056430503
"X1007",43.5186547194255
"X1008",43.2351519948218
"X1009",43.1978160934528
"X1010",43.139347129526
"X1011",43.0918382196993
"X1012",43.0442369207423
"X1013",42.9930730455154
"X1014",42.9210382771647
"X1015",42.8600657046338
"X1016",42.7927694263444
"X1017",42.7269545180139
"X1018",42.6550456486117
"X1019",42.5877034551933
"X1020",42.5148462408056
"X1021",42.4236750522361
"X1022",42.3246763117152
"X1023",42.2466084628135
"X1024",42.1605671463035
"X1025",42.0812271534903
"X1026",41.9813070150793
"X1027",41.8914934550599
"X1028",41.7854437123603
"X1029",41.6958069503235
"X1030",41.6024599012105
"X1031",41.5092366063674
"X1032",41.4119901657981
"X1033",41.295809206517
"X1034",41.2009600729581
"X1035",41.0878343154518
"X1036",40.9640614258993
"X1037",40.8649762008287
"X1038",40.7478577586314
"X1039",40.6279498680435
"X1040",40.5068212882129
"X1041",40.3936018755806
"X1042",40.2880268575211
"X1043",40.1523645365622
"X1044",40.0266899531183
"X1045",39.9219775764225
"X1046",39.7863488338702
"X1047",39.6541736627565
"X1048",39.5206784063156
"X1049",39.3893733125198
"X1050",39.2530855124854
"X1051",39.1009592488108
"X1052",38.9707291879796
"X1053",38.8445969037573
"X1054",38.6938989515313
"X1055",38.5595013441394
"X1056",38.4062199999463
"X1057",38.2553687010545
"X1058",38.1218879181641
"X1059",37.975906144611
"X1060",37.8377868044567
"X1061",37.6885639092238
"X1062",37.5356222230719
"X1063",37.3835692222599
"X1064",37.230291953654
"X1065",37.0833205497442
"X1066",36.9403993252459
"X1067",36.7732037937545
"X1068",36.6068386714881
"X1069",36.4429035988422
"X1070",36.2720128938192
"X1071",36.1168150560305
"X1072",35.9492035669491
"X1073",35.7834690739703
"X1074",35.6161015676758
"X1075",35.4428540728517
"X1076",35.2845845623171
"X1077",35.131910402298
"X1078",34.9617421900297
"X1079",34.811587349306
"X1080",34.6479401179499
"X1081",34.4746459420822
"X1082",34.297467868368
"X1083",34.1249403468187
"X1084",33.9563834220221
"X1085",33.7784993211615
"X1086",33.5950152155298
"X1087",33.420439255683
"X1088",33.2387435911516
"X1089",33.0603949435223
"X1090",32.895863810397
"X1091",32.7214584227145
"X1092",32.5488133059919
"X1093",32.3789175934505
"X1094",32.2099290546748
"X1095",32.0299602591085
"X1096",31.871257736053
"X1097",31.6955376807746
"X1098",31.5186699986636
"X1099",31.3318769526766
"X1100",31.1601253299248
"X1101",30.9820787867427
"X1102",30.8214219876052
"X1103",30.6336842196825
"X1104",30.4532154623419
"X1105",30.2783181795838
"X1106",30.0889008240843
"X1107",29.9126943947821
"X1108",29.7385058138053
"X1109",29.5533821975363
"X1110",29.3759405710279
"X1111",29.1846216611599
"X1112",29.0082180444066
"X1113",28.8406538642461
"X1114",28.652727357722
"X1115",28.4731431037241
"X1116",28.2809557094718
"X1117",28.1076699690442
"X1118",27.9180141394335
"X1119",27.7262814996475
"X1120",27.5339563772005
"X1121",27.3377159750629
"X1122",27.1299404274981
"X1123",26.9188914881509
"X1124",26.7215931797585
"X1125",26.5259692747147
"X1126",26.3218101185201
"X1127",26.1382479699325
"X1128",25.9563183736006
"X1129",25.7622321312191
"X1130",25.5752706695921
"X1131",25.3983917419328
"X1132",25.2204387116679
"X1133",25.0476918876596
"X1134",24.8650758370989
"X1135",24.6764081758281
"X1136",24.4878367075414
"X1137",24.3021288291481
"X1138",24.1250031768872
"X1139",23.947877880013
"X1140",23.7614709895393
"X1141",23.5827562312278
"X1142",23.3985045615316
"X1143",23.2282336134953
"X1144",23.0402284468676
"X1145",22.8698554222387
"X1146",22.6867399036386
"X1147",22.493488678878
"X1148",22.307864666478
"X1149",22.129435661488
"X1150",21.9456059550811
"X1151",21.758365168339
"X1152",21.563203907594
"X1153",21.3836035250321
"X1154",21.1901585523275
"X1155",20.9998525440396
"X1156",20.8229212900773
"X1157",20.6452591341464
"X1158",20.4657603154787
"X1159",20.2767369753652
"X1160",20.0982593556689
"X1161",19.922252956693
"X1162",19.7356052049427
"X1163",19.5453306485411
"X1164",19.3692542866565
"X1165",19.1842238490596
"X1166",18.9921491251219
"X1167",18.8004047718142
"X1168",18.6090946318361
"X1169",18.4041823470517
"X1170",18.2021157725409
"X1171",18.0195575052648
"X1172",17.8304069023554
"X1173",17.6317945012496
"X1174",17.4427684655652
"X1175",17.2293937588108
"X1176",17.0187441536571
"X1177",16.8164653226125
"X1178",16.6184810043976
"X1179",16.4175389306583
"X1180",16.2095415334132
"X1181",16.0029346719334
"X1182",15.7838078968719
"X1183",15.5571908236978
"X1184",15.3754466810384
"X1185",15.2412952925691
"X1186",15.1976401959332
"X1187",15.152243432084
"X1188",15.1095887721783
"X1189",15.0670949059089
"X1190",15.0218345920206
"X1191",14.9764436153314
"X1192",14.9298637225685
"X1193",14.8857210017337
"X1194",14.8431499307174
"X1195",14.8003184092648
"X1196",14.7534908228327
"X1197",14.7046378037674
"X1198",14.6571209991206
"X1199",14.6116818580529
"X1200",14.5685012190562
"X1201",14.5218266239096
"X1202",14.4751394973855
"X1203",14.4283708429501
"X1204",14.3783605838428
"X1205",14.3349698710797
"X1206",14.289269750521
"X1207",14.2422651062146
"X1208",14.1947000917827
"X1209",14.1463978818338
"X1210",14.0971142740575
"X1211",14.0442015500738
"X1212",13.9944241727843
"X1213",13.9427609568488
"X1214",13.8879187392921
"X1215",13.8344592494741
"X1216",13.7839840155341
"X1217",13.7279490123775
"X1218",13.6691623928362
"X1219",13.6112072725141
"X1220",13.554060618313
"X1221",13.4911991325728
"X1222",13.4289165332805
"X1223",13.3712570657492
"X1224",13.3139935784653
"X1225",13.2477838032536
"X1226",13.1847888992849
"X1227",13.1176010968757
"X1228",13.0558994533811
"X1229",12.9939502660327
"X1230",12.9287871205943
"X1231",12.8649240547692
"X1232",12.8023579403062
"X1233",12.7360001659136
"X1234",12.6728098824063
"X1235",12.61059666296
"X1236",12.550875742448
"X1237",12.48773384017
"X1238",12.4244239076837
"X1239",12.3661924951185
"X1240",12.3065239731296
"X1241",12.2479978177182
"X1242",12.192406310257
"X1243",12.1344255743504
"X1244",12.0758660955432
"X1245",12.0222932096542
"X1246",11.9675679356884
"X1247",11.9132708280408
"X1248",11.8576638740903
"X1249",11.8038668522803
"X1250",11.747411811496
"X1251",11.689887090337
"X1252",11.6339239823269
"X1253",11.5774614300509
"X1254",11.5213812940835
"X1255",11.4668367832743
"X1256",11.412275407741
"X1257",11.3584010389405
"X1258",11.3057409664726
"X1259",11.2498092244144
"X1260",11.1939960476212
"X1261",11.1389731703282
"X1262",11.0876695950759
"X1263",11.031266088916
"X1264",10.9717337492129
"X1265",10.9143701964365
"X1266",10.8563846787301
"X1267",10.7973194184839
"X1268",10.7340519460585
"X1269",10.6688026106522
"X1270",10.6055203805004
"X1271",10.5365580178838
"X1272",10.465807213078
"X1273",10.3949779906963
"X1274",10.3197694163931
"X1275",10.2445148097089
"X1276",10.1653091391021
"X1277",10.0884872433569
"X1278",10.0093952249835
"X1279",9.92852502876858
"X1280",9.84499592506778
"X1281",9.75494404551906
"X1282",9.66285329688747
"X1283",9.56910553224404
"X1284",9.47217662667709
"X1285",9.37600884210897
"X1286",9.27148044333526
"X1287",9.16921007207015
"X1288",9.06399064274651
"X1289",8.9614596959995
"X1290",8.86307206652006
"X1291",8.76390641105639
"X1292",8.66288123992523
"X1293",8.56044912794943
"X1294",8.45390765696989
"X1295",8.35099372608776
"X1296",8.24681337182372
"X1297",8.14126198652225
"X1298",8.02902749127889
"X1299",7.91880302149716
"X1300",7.80745728090764
"X1301",7.69654357352543
"X1302",7.58430474913946
"X1303",7.47464739583103
"X1304",7.36837565534127
"X1305",7.26366226792928
"X1306",7.15912586183318
"X1307",7.05615705097429
"X1308",6.9529355961546
"X1309",6.85095001118842
"X1310",6.75096469759905
"X1311",6.65143429726378
"X1312",6.55172918672441
"X1313",6.44972141342589
"X1314",6.34431309607898
"X1315",6.24128652892352
"X1316",6.13680954349642
"X1317",6.0312697012755
"X1318",5.92492853627204
"X1319",5.81807194146355
"X1320",5.71207562427753
"X1321",5.6059923828045
"X1322",5.49821592423017
"X1323",5.39058701309524
"X1324",5.27760882876587
"X1325",5.16641837702374
"X1326",5.05566881758166
"X1327",4.94504091555031
"X1328",4.83089545763487
"X1329",4.71795980302936
"X1330",4.60348103528426
"X1331",4.49162934773562
"X1332",4.37975555350165
"X1333",4.26768640829552
"X1334",4.15504179183491
"X1335",4.04051887011098
"X1336",3.92924853580105
"X1337",3.81173921183231
"X1338",3.69272494027237
"X1339",3.56948210629458
"X1340",3.44297293347191
"X1341",3.31809933555954
"X1342",3.19012632440136
"X1343",3.06170684667796
"X1344",2.92822849785228
"X1345",2.78382220206213
"X1346",2.64271684168387
"X1347",2.49531831657099
"X1348",2.34828619373669
"X1349",2.19549697582441
"X1350",2.03426402112289
"X1351",1.9728118716716
"X1352",2.32411637758584
"X1353",2.65205410686748
"X1354",2.9692749650023
"X1355",3.25571611304483
"X1356",3.54532734478216
"X1357",3.83024734458378
"X1358",4.10032581594777
"X1359",4.353127101183
"X1360",4.59614538403782
"X1361",4.8274735298464
"X1362",5.04537332778775
"X1363",5.24947045827723
"X1364",5.45403176311262
"X1365",5.66695825927979
"X1366",5.87930207275062
"X1367",6.11311033460445
"X1368",6.36546907952927
"X1369",6.63993691373602
"X1370",6.94505249398218
"X1371",7.30155674734982
"X1372",7.69037448646189
"X1373",8.11611883200374
"X1374",8.590407717502
"X1375",9.10457245233255
"X1376",9.64593895418249
"X1377",10.2256851270764
"X1378",10.808709447067
"X1379",11.4018843980844
"X1380",11.9574437921828
"X1381",12.4988598826715
"X1382",13.0097269777686
"X1383",13.455056042118
"X1384",13.837356530124
"X1385",14.1530151280396
"X1386",14.3929507175785
"X1387",14.5525000455627
"X1388",14.6365928506469
"X1389",14.6898771353546
"X1390",14.6806869910677
"X1391",14.6130625545654
"X1392",14.5131388020867
"X1393",14.3964069507923
"X1394",14.2701659780344
"X1395",14.144200199364
"X1396",14.0223389424281
"X1397",13.9291875568608
"X1398",13.844132054828
"X1399",13.7922808874539
"X1400",13.7965813834081
"X1401",13.8548139594827
"X1402",13.9606892648403
"X1403",14.1328231279153
"X1404",14.3521226282931
"X1405",14.6310285984598
"X1406",14.9470593273435
"X1407",15.2850764571257
"X1408",15.6184938156392
"X1409",15.90831283471
"X1410",16.1254086702936
"X1411",16.2487679080494
"X1412",16.2448722489513
"X1413",16.0953383620728
"X1414",15.7956929949416
"X1415",15.3446712004351
"X1416",14.7326259873555
"X1417",13.98746818105
"X1418",13.1333336191706
"X1419",12.1966791895265
"X1420",11.2147089885352
"X1421",10.2071515049847
"X1422",9.20690384692382
"X1423",8.22909328429222
"X1424",7.29885511898913
"X1425",6.43712751380205
"X1426",5.64490489954107
"X1427",4.92957603456341
"X1428",4.29048315543248
"X1429",3.72313332483736
"X1430",3.21466343667124
"X1431",2.76795403148312
"X1432",2.37392665275478
"X1433",2.00538946076941
"X1434",1.69558585462031
"X1435",1.42086076182271
"X1436",1.17631419478727
"X1437",0.964387372877224
"X1438",0.773637228771753
"X1439",0.620294279158003
"X1440",0.485090217838287
"X1441",0.371042415523008
"X1442",0.285907879469206
"X1443",0.198155363975745
"X1444",0.129617988387712
"X1445",0.0825923494832462
"X1446",0.0581890288302916
"X1447",0.0402153121091287
"X1448",0.0147787180841635
"X1449",0
"X1450",0.00686252596207779
"X1451",0.0187776599884168
"X1452",0.0502002014893372
"X1453",0.0957847441449613
"X1454",0.1421346264029
"X1455",0.168157333023397
"X1456",0.219770071867125
"X1457",0.289290780865653
"X1458",0.370339433833416
"X1459",0.436262432087435
"X1460",0.525505392657829
"X1461",0.637489225393427
"X1462",0.740896916440752
"X1463",0.844771459178952
"X1464",0.983921660635835
"X1465",1.11119522537817
"X1466",1.24758572599837
"X1467",1.38737952003745
"X1468",1.54060323263884
"X1469",1.67377272138655
"X1470",1.80506301356979
"X1471",1.94572240768874
"X1472",2.09195392085239
"X1473",2.23132052709912
"X1474",2.38139993731147
"X1475",2.53260533680604
"X1476",2.67816508600494
"X1477",2.8232326010821
"X1478",2.98101864593878
"X1479",3.13799719466708
"X1480",3.29340671380679
"X1481",3.45854820688993
"X1482",3.62072471131549
"X1483",3.77486305938114
"X1484",3.93926270311542
"X1485",4.10776491502685
"X1486",4.28385823201483
"X1487",4.45801736006913
"X1488",4.6236664050864
"X1489",4.79109697778931
"X1490",4.96481766284065
"X1491",5.13309375384022
