"","Overall"
"RAWfe3s",2.48248377064911e-06
"RAWfe4a",2.47176543646973e-08
"RAWfe4s",5.19208590175356e-07
"RAWfe5a",3.04677348569589e-08
"RAWfe5s",6.39960281181088e-07
"RAWfe6a",2.87414382871054e-08
"RAWfe6s",6.03708051766185e-07
"RAWfe7a",4.67840911276867e-08
"RAWfe7s",9.82603762794046e-07
"RAWfe8a",1.13223852509554e-07
"RAWfe8s",2.37783875264125e-06
"RAWfe9a",1.19920340912712e-07
"RAWfe9s",2.5184650083314e-06
"RAWorg1a",9.17473246935651e-08
"RAWorg1s",1.92683166696444e-06
"RAWorg2a",1.19644628528689e-07
"RAWorg2s",2.5126750472278e-06
"RAWorg3a",1.28054702642486e-07
"RAWorg3s",2.68928660376031e-06
"RAWorg4a",7.88168269182287e-08
"RAWorg4s",1.65529121368171e-06
"RAWorg5a",9.19376445008196e-08
"RAWorg5s",1.93082838319266e-06
"RAWorg6a",1.20147685292256e-07
"RAWorg6s",2.52323923949775e-06
"RAWorg7a",1.35089959383374e-07
"RAWorg7s",2.83702699622387e-06
"RAWorg8a",9.04114355230157e-08
"RAWorg8s",1.89877799496222e-06
"RAWorg9a",8.79217384863672e-08
"RAWorg9s",1.84649435820639e-06
"RAWorg10a",1.18643449963544e-07
"RAWorg10s",2.49165029821855e-06
"RAWorg11a",1.17404413054395e-07
"RAWorg11s",2.46563052244581e-06
"RAWorg12a",1.23545342618638e-07
"RAWorg12s",2.59459004580309e-06
"RAWorg13a",1.20565603562823e-07
"RAWorg13s",2.53201552397506e-06
"RAWorg14a",6.47047505830048e-08
"RAWorg14s",1.35893761083549e-06
"RAWorg15a",8.85561993620124e-08
"RAWorg15s",1.85981803479284e-06
"RAWorg16a",7.66440511382502e-08
"RAWorg16s",1.60966292351236e-06
"RAWorg17a",9.28642700290812e-08
"RAWorg17s",1.95028751914138e-06
"RAWorg18a",6.78507709057057e-08
"RAWorg18s",1.42500403697191e-06
"RAWorg19a",9.04114355230157e-08
"RAWorg19s",1.89877799496222e-06
"RAWorg20a",6.34161343488673e-08
"RAWorg20s",1.33187666936693e-06
"RAWorg21a",8.95675350544149e-08
"RAWorg21s",1.88105608370316e-06
"RAWorg22a",6.98733690194107e-08
"RAWorg22s",1.46747859794739e-06
"RAWorg23a",7.57927843835564e-08
"RAWorg23s",1.59178631994006e-06
"RAWorg24a",5.14798473206885e-08
"RAWorg24s",1.08121464211297e-06
"RAWclay1a",8.17250281658255e-08
"RAWclay1s",1.7163634404859e-06
"RAWclay2a",7.45201658703818e-08
"RAWclay2s",1.56506133256818e-06
"RAWclay3a",6.43106264109789e-08
"RAWclay3s",1.35066100291927e-06
"RAWclay4a",7.88168269182287e-08
"RAWclay4s",1.65529121368171e-06
"RAWclay5a",4.42837944562349e-08
"RAWclay5s",9.30097531937954e-07
"RAWclay6a",4.41030032517336e-08
"RAWclay6s",9.26300916661413e-07
"RAWclay7a",5.85446243513662e-08
"RAWclay7s",1.22957495943241e-06
"RAWclay8a",5.78941489794412e-08
"RAWclay8s",1.21591497575864e-06
"RAWclay9a",4.83050535618383e-08
"RAWclay9s",1.01454397374238e-06
"RAWclay10a",5.85536776431407e-08
"RAWclay10s",1.22976507885765e-06
"SMOfe1a",2.87281200914897e-08
"SMOfe1s",6.03428370080895e-07
"SMOfe2a",3.49128933961777e-08
"SMOfe2s",7.33308609790172e-07
"SMOfe3a",1.1821109002442e-07
"SMOfe3s",2.48257073936716e-06
"SMOfe4a",2.47132430633237e-08
"SMOfe4s",5.19115952363362e-07
"SMOfe5a",3.04522768008636e-08
"SMOfe5s",6.39635661186701e-07
"SMOfe6a",2.87281200914897e-08
"SMOfe6s",6.03428370080895e-07
"SMOfe7a",4.68179087872826e-08
"SMOfe7s",9.83313932209785e-07
"SMOfe8a",1.13224418463891e-07
"SMOfe8s",2.37785063595512e-06
"SMOfe9a",1.19926560508262e-07
"SMOfe9s",2.5185956200004e-06
"SMOorg1a",9.17485895912818e-08
"SMOorg1s",1.92685823022092e-06
"SMOorg2a",1.19644791582884e-07
"SMOorg2s",2.51267847172303e-06
"SMOorg3a",1.28055583715522e-07
"SMOorg3s",2.68930510616791e-06
"SMOorg4a",7.88044831998656e-08
"SMOorg4s",1.65503199588956e-06
"SMOorg5a",9.19343641337398e-08
"SMOorg5s",1.93075949638711e-06
"SMOorg6a",1.20143967186397e-07
"SMOorg6s",2.52316115936906e-06
"SMOorg7a",1.35069852690658e-07
"SMOorg7s",2.83660475457259e-06
"SMOorg8a",9.04112887929593e-08
"SMOorg8s",1.89877491421597e-06
"SMOorg9a",8.79213182503939e-08
"SMOorg9s",1.84648553265715e-06
"SMOorg10a",1.18639535492057e-07
"SMOorg10s",2.49156809507111e-06
"SMOorg11a",1.17402378041523e-07
"SMOorg11s",2.46558778768353e-06
"SMOorg12a",1.23549024697568e-07
"SMOorg12s",2.59466736805813e-06
"SMOorg13a",1.20574013070556e-07
"SMOorg13s",2.53219212267795e-06
"SMOorg14a",6.46523367969039e-08
"SMOorg14s",1.35783692122564e-06
"SMOorg15a",8.85158298374102e-08
"SMOorg15s",1.85897027518902e-06
"SMOorg16a",7.66396743297646e-08
"SMOorg16s",1.60957101084192e-06
"SMOorg17a",9.28619609810614e-08
"SMOorg17s",1.95023902970875e-06
"SMOorg18a",6.78091185463652e-08
"SMOorg18s",1.42412933861622e-06
"SMOorg19a",9.04112887929593e-08
"SMOorg19s",1.89877491421597e-06
"SMOorg20a",6.34054694137614e-08
"SMOorg20s",1.33165270628183e-06
"SMOorg21a",8.9557251738039e-08
"SMOorg21s",1.88084013447042e-06
"SMOorg22a",6.98695839389026e-08
"SMOorg22s",1.46739911113094e-06
"SMOorg23a",7.57112360950032e-08
"SMOorg23s",1.59007380789037e-06
"SMOorg24a",5.1516303877628e-08
"SMOorg24s",1.08198023019977e-06
"SMOclay1a",8.17149425962773e-08
"SMOclay1s",1.71615164251694e-06
"SMOclay2a",7.47652580470835e-08
"SMOclay2s",1.57020826852706e-06
"SMOclay3a",6.43377121860687e-08
"SMOclay3s",1.35122980358179e-06
"SMOclay4a",7.88044831998656e-08
"SMOclay4s",1.65503199588956e-06
"SMOclay5a",4.45886164196566e-08
"SMOclay5s",9.36498792339279e-07
"SMOclay6a",4.43979183370947e-08
"SMOclay6s",9.32494133620515e-07
"SMOclay7a",5.84181332312364e-08
"SMOclay7s",1.22691864642784e-06
"SMOclay8a",5.78812909624393e-08
"SMOclay8s",1.21564495757014e-06
"SMOclay9a",4.83163638473109e-08
"SMOclay9s",1.01478148952612e-06
"SMOclay10a",5.85389045057984e-08
"SMOclay10s",1.22945484256269e-06
"SGDfe1a",1.6836183347067e-10
"SGDfe1s",3.67350613001873e-09
"SGDfe2a",1.36857413711302e-10
"SGDfe2s",3.01187316454817e-09
"SGDfe3a",7.70283583994229e-12
"SGDfe3s",2.99661158905331e-10
"SGDfe4a",9.79809320057562e-11
"SGDfe4s",2.19543394761202e-09
"SGDfe5a",1.53560356603346e-10
"SGDfe5s",3.36263825891135e-09
"SGDfe6a",1.6836183347067e-10
"SGDfe6s",3.67350613001873e-09
"SGDfe7a",3.57145221410837e-10
"SGDfe7s",7.6378953185e-09
"SGDfe8a",2.5579269609531e-10
"SGDfe8s",5.50949672475965e-09
"SGDfe9a",7.82808714318258e-11
"SGDfe9s",1.7817257342763e-09
"SGDorg1a",7.68252237614699e-12
"SGDorg1s",2.99161400808736e-10
"SGDorg2a",1.10387111547109e-11
"SGDorg2s",3.69698020724867e-10
"SGDorg3a",1.62588307509517e-10
"SGDorg3s",3.55219021738361e-09
"SGDorg4a",2.6703623467436e-11
"SGDorg4s",6.98637113467286e-10
"SGDorg5a",4.72902998783988e-11
"SGDorg5s",1.13099747985628e-09
"SGDorg6a",2.31288280026058e-11
"SGDorg6s",6.23589608719711e-10
"SGDorg7a",4.7125338769735e-11
"SGDorg7s",1.12749038647211e-09
"SGDorg8a",2.15183191306497e-11
"SGDorg8s",5.89711540528875e-10
"SGDorg9a",6.25041085395712e-11
"SGDorg9s",1.45043716350335e-09
"SGDorg10a",3.604036953821e-11
"SGDorg10s",8.94674134150512e-10
"SGDorg11a",1.74516615137496e-11
"SGDorg11s",5.04301421632319e-10
"SGDorg12a",1.38123217165302e-10
"SGDorg12s",3.0384539295503e-09
"SGDorg13a",9.3312508144134e-11
"SGDorg13s",2.09742173175012e-09
"SGDorg14a",3.79446300586803e-10
"SGDorg14s",8.10608230580685e-09
"SGDorg15a",1.1752429685035e-10
"SGDorg15s",2.60584061340364e-09
"SGDorg16a",1.09649692143801e-10
"SGDorg16s",2.4404910730501e-09
"SGDorg17a",1.61814432056318e-11
"SGDorg17s",4.776417886772e-10
"SGDorg18a",4.93526882350264e-11
"SGDorg18s",1.1742747997684e-09
"SGDorg19a",2.15183191306497e-11
"SGDorg19s",5.89711540528875e-10
"SGDorg20a",1.67222909328667e-10
"SGDorg20s",3.64949262918644e-09
"SGDorg21a",4.8054078487979e-11
"SGDorg21s",1.14703401258323e-09
"SGDorg22a",4.7695582443464e-11
"SGDorg22s",1.1394431782531e-09
"SGDorg23a",2.96183152744181e-10
"SGDorg23s",6.35766901221302e-09
"SGDorg24a",9.9448665531869e-11
"SGDorg24s",2.22625707473858e-09
"SGDclay1a",5.20302641755627e-10
"SGDclay1s",1.10641606082375e-08
"SGDclay2a",1.67792358786997e-10
"SGDclay2s",3.66147546311182e-09
"SGDclay3a",5.33087053234599e-10
"SGDclay3s",1.13326721954038e-08
"SGDclay4a",2.6703623467436e-11
"SGDclay4s",6.98637113467286e-10
"SGDclay5a",1.76013940325151e-10
"SGDclay5s",3.83418809848578e-09
"SGDclay6a",3.22222661432433e-13
"SGDclay6s",1.44668301113171e-10
"SGDclay7a",4.67751287780203e-10
"SGDclay7s",9.96064477549648e-09
"SGDclay8a",1.65245401172552e-10
"SGDclay8s",3.60794077021039e-09
"SGDclay9a",2.71503375126773e-11
"SGDclay9s",7.0798661239115e-10
"SGDclay10a",1.50272575554761e-10
"SGDclay10s",3.29356870237498e-09
"RAWORG25",1.555926708768e-07
"RAWR",7.40254107840003e-08
"RAWG",5.10324749247464e-08
"RAWB",2.80210558062426e-08
"RAWr",4.84176633395168e-08
"RAWg",1.81430353036805e-08
"RAWb",3.02677355726597e-08
"RAWCOL18",7.69646883749331e-08
"RAWCOL20",1.0705499971611e-07
"RAWCOL21",2.23968856918064e-07
"RAWCOL22",2.3004526686506e-08
"RAWCOL23",2.29860434561217e-08
"RAWCOL24",1.21178077940895e-08
"RAWCOL25",1.73321474620424e-07
"RAWCOL26",0.000295980974349993
"RAWCOL27",7.69646883749331e-08
"RAWCOL28",1.0705499971611e-07
"RAWCOL29",8.24962981102724e-08
"RAWCOL30",8.50122506593096e-07
"RAWNFODI",3.58450563848245e-10
"RAWORG27",1.02333719045283e-07
"RAWG5",1.83268126563229e-08
"RAWG6",2.12267447801506e-08
"RAWH6",1.25551260162193e-07
"RAWFODI",4.04210249632025e-08
"SMOORG25",1.55359514059652e-07
"SMOR",7.40140316502789e-08
"SMOG",5.1076931168422e-08
"SMOB",2.80312535318488e-08
"SMOr",4.83335651650323e-08
"SMOg",1.80391768847856e-08
"SMOb",3.02874957889616e-08
"SMOCOL18",7.67487483848201e-08
"SMOCOL20",1.07057069399197e-07
"SMOCOL21",2.23078511580759e-07
"SMOCOL22",2.30387852360319e-08
"SMOCOL23",2.29302080162877e-08
"SMOCOL24",1.22414265375869e-08
"SMOCOL25",1.74086105910771e-07
"SMOCOL26",0.000291649368990544
"SMOCOL27",7.67487483848201e-08
"SMOCOL28",1.07057069399197e-07
"SMOCOL29",8.24990568269989e-08
"SMOCOL30",8.4555248389339e-07
"SMONFODI",3.17022095270608e-10
"SMOORG27",1.02772351713777e-07
"SMOG5",1.93666660635526e-08
"SMOG6",1.97963951857081e-08
"SMOH6",1.26298305884903e-07
"SMOFODI",4.03293558863872e-08
"SGDORG25",0.0172924677994414
"SGDR",8.11198108004146e-10
"SGDG",4.80266387055905e-10
"SGDB",1.65710625970127e-10
"SGDr",8.7882897150024e-08
"SGDg",2.74761816323736e-08
"SGDb",6.03998231583788e-08
"SGDCOL18",1.16696185250372e-07
"SGDCOL20",1.94079310257684e-07
"SGDCOL21",4.22111769006294e-07
"SGDCOL22",3.07669543959386e-10
"SGDCOL23",3.24041990948069e-10
"SGDCOL24",3.29167490701707e-08
"SGDCOL25",1.24447128351632e-06
"SGDCOL26",100
"SGDCOL27",1.16696185250372e-07
"SGDCOL28",1.94079310257684e-07
"SGDCOL29",8.90290583449663e-10
"SGDCOL30",9.43448620982159e-07
"SGDNFODI",3.54082998810384e-11
"SGDORG27",1.54208469117063e-08
"SGDG6",3.08848079129817e-08
"SGDH6",1.51877344636052e-07
"SGDFODI",1.40786882488138e-08
