"","Overall"
"X505",98.7837546733001
"X506",98.9155268691303
"X507",99.036483536398
"X508",99.0867847499817
"X509",99.2060891951322
"X510",99.3178520985803
"X511",99.3942995219467
"X512",99.4572838488441
"X513",99.5073449392636
"X514",99.5962819857042
"X515",99.6616827461385
"X516",99.7545719309634
"X517",99.8704836154065
"X518",99.9384028798565
"X519",99.9728726159446
"X520",100
"X521",99.9960706863066
"X522",99.9992591657768
"X523",99.939701873315
"X524",99.9122735812853
"X525",99.9142180858052
"X526",99.8990133781541
"X527",99.8155798961072
"X528",99.7277972134287
"X529",99.6665574922054
"X530",99.6029248387544
"X531",99.5577394861017
"X532",99.4613034507385
"X533",99.2826586976112
"X534",99.0597583671566
"X535",98.8714334835427
"X536",98.6802030017497
"X537",98.4592189083835
"X538",98.1521319706629
"X539",97.78022095689
"X540",97.2832595815071
"X541",96.8183648516646
"X542",96.3929571991074
"X543",95.8740403626068
"X544",95.2947544731561
"X545",94.7062569660174
"X546",94.0761816415275
"X547",93.3900702273169
"X548",92.6012285052369
"X549",91.7677108466131
"X550",90.8736426702875
"X551",90.0005739180572
"X552",89.0105454212368
"X553",87.9810854002354
"X554",86.8654152979334
"X555",85.613520571064
"X556",84.3162816760791
"X557",82.9536943051548
"X558",81.5351433525758
"X559",80.004089826793
"X560",78.2922256435171
"X561",76.5609539495336
"X562",74.7441983608157
"X563",72.7926188496699
"X564",70.8356500619007
"X565",68.8038689760748
"X566",66.760432049174
"X567",64.630993249992
"X568",62.4583833693425
"X569",60.2560657861777
"X570",57.9895295569848
"X571",55.656995337808
"X572",53.3142908566622
"X573",50.9219939738881
"X574",48.50669635052
"X575",46.0571396389101
"X576",43.6132157267251
"X577",41.0958038587084
"X578",38.5566789482725
"X579",36.0192781387481
"X580",33.5230000216752
"X581",31.021047682171
"X582",28.5229786751601
"X583",25.9919532803222
"X584",23.4486750403375
"X585",20.8893588385584
"X586",18.3961447625905
"X587",15.9188253491334
"X588",13.4345349988262
"X589",10.9488687023678
"X590",8.48175743388298
"X591",6.00253546556276
"X592",3.53460403380386
"X593",1.0372733304302
"X594",0
"X595",2.65137286686356
"X596",5.2631491470087
"X597",7.84186999886441
"X598",10.3998581789541
"X599",12.9676052189699
"X600",15.4730794378154
"X601",17.9296541022216
"X602",20.3327108669282
"X603",22.6411071917428
"X604",24.9802898258062
"X605",27.265859360983
"X606",29.5087658354851
"X607",31.7093251236737
"X608",33.8339976988303
"X609",35.9302515017907
"X610",37.9947107328494
"X611",39.9724669299254
"X612",41.9798789282748
"X613",43.866009496869
"X614",45.7481080552141
"X615",47.5872785232081
"X616",49.3803021899264
"X617",51.118487012446
"X618",52.8299262514609
"X619",54.5094732742796
"X620",56.1346296422644
"X621",57.6879094813698
"X622",59.174261663097
"X623",60.6001476819732
"X624",61.9221452768165
"X625",63.1828201010243
"X626",64.3212677235817
"X627",65.3574027127085
"X628",66.2192469002958
"X629",66.9873550855819
"X630",67.67715115869
"X631",68.221504866795
"X632",68.6518880326287
"X633",68.9958767744583
"X634",69.2384826438333
"X635",69.4208109431356
"X636",69.5281939058383
"X637",69.6112308043292
"X638",69.641130176592
"X639",69.6280504530864
"X640",69.6506733890294
"X641",69.6379144307674
"X642",69.6235181854768
"X643",69.6278568414223
"X644",69.7072241176356
"X645",69.7847927994154
"X646",69.9045641566849
"X647",70.0280454269077
"X648",70.1262632512674
"X649",70.2139056752517
"X650",70.3425207552427
"X651",70.4727471969188
"X652",70.6525905946707
"X653",70.7877775587485
"X654",70.9353521550063
"X655",71.0855619932567
"X656",71.2317384035264
"X657",71.4084961286709
"X658",71.5985787082959
"X659",71.8015206942714
"X660",72.0144171878832
"X661",72.1711709411421
"X662",72.3391844991266
"X663",72.5053450861451
"X664",72.6915354864677
"X665",72.939695514447
"X666",73.1627989090699
"X667",73.3694142863451
"X668",73.5265734137269
"X669",73.7045546759932
"X670",73.9260358791881
"X671",74.140204578373
"X672",74.4009991108663
"X673",74.6415947970546
"X674",74.8544325598873
"X675",75.0780847737137
"X676",75.3219114722374
"X677",75.588219976676
"X678",75.8432558774872
"X679",76.0746163802154
"X680",76.3242670844299
"X681",76.5583571829526
"X682",76.793003654645
"X683",77.0026861046133
"X684",77.2628552790229
"X685",77.5443754055354
"X686",77.818914372218
"X687",78.0899915859257
"X688",78.3588276850993
"X689",78.6146032762654
"X690",78.8527706301409
"X691",79.1176098732251
"X692",79.3941317360629
"X693",79.6439200347217
"X694",79.8763241984257
"X695",80.1090306865084
"X696",80.3915726643869
"X697",80.6811713930634
"X698",80.9586083345499
"X699",81.2173963224426
"X700",81.4642508352045
"X701",81.7585857784371
"X702",81.9962279455736
"X703",82.2522395753997
"X704",82.5462695206485
"X705",82.783738419335
"X706",83.0229704778604
"X707",83.2505998988991
"X708",83.5033124398084
"X709",83.7461767955033
"X710",83.9400804205623
"X711",84.185042239622
"X712",84.4382093484438
"X713",84.6217679397359
"X714",84.7968150027523
"X715",84.966336719179
"X716",85.1135504783184
"X717",85.2660079558676
"X718",85.3930756456527
"X719",85.5404728519527
"X720",85.6667155114576
"X721",85.7509871810908
"X722",85.8432147464775
"X723",85.959409099011
"X724",86.0387496902886
"X725",86.1174744417434
"X726",86.1548068672721
"X727",86.1870698532989
"X728",86.2015253248528
"X729",86.1879799182171
"X730",86.1520352089215
"X731",86.0973622930178
"X732",85.9950658627071
"X733",85.8905655413488
"X734",85.7973776709486
"X735",85.6849785730419
"X736",85.5415675931435
"X737",85.340477230364
"X738",85.1594422115793
"X739",84.9514430373872
"X740",84.6906318345921
"X741",84.4157709004679
"X742",84.1074284610362
"X743",83.7757606728372
"X744",83.4048177143943
"X745",83.0286424190853
"X746",82.6066059820929
"X747",82.1581380647695
"X748",81.6771968170241
"X749",81.2106501169742
"X750",80.7185043523752
"X751",80.1915740375887
"X752",79.6563598632616
"X753",79.0813267058056
"X754",78.4675177230225
"X755",77.8528951065033
"X756",77.20522064154
"X757",76.5618002090873
"X758",75.8903270988532
"X759",75.183865399683
"X760",74.4707134268966
"X761",73.7265783005079
"X762",72.9863671405854
"X763",72.2097808292395
"X764",71.4132102954969
"X765",70.6004062476832
"X766",69.7618304859412
"X767",68.927500106865
"X768",68.0946695365971
"X769",67.2376166245237
"X770",66.3359713033046
"X771",65.4352826947996
"X772",64.542852156139
"X773",63.6605623308037
"X774",62.7453229130625
"X775",61.8052965165045
"X776",60.8667862390615
"X777",59.9171384797088
"X778",58.9650482100193
"X779",57.9943685106124
"X780",57.0195032921103
"X781",56.0204663246096
"X782",54.9966157321214
"X783",53.9903917216728
"X784",52.9435716022379
"X785",51.9069527220331
"X786",50.8587235140462
"X787",49.8139400604281
"X788",48.7598274899842
"X789",47.6746032266853
"X790",46.6317688628311
"X791",45.5830678053417
"X792",44.5051453080077
"X793",43.44300339246
"X794",42.3724231351903
"X795",41.2762891001766
"X796",40.1598674874968
"X797",39.0637722211143
"X798",37.9733860307462
"X799",36.8838947877328
"X800",35.7951394257238
"X801",34.6940359939446
"X802",33.5781598965309
"X803",32.4756478617587
"X804",31.3841919700772
"X805",30.2799499148964
"X806",29.1957194646279
"X807",28.1364093701194
"X808",27.0334400559871
"X809",25.9423539586568
"X810",24.8795255085318
"X811",23.8350633370317
"X812",22.7498005720058
"X813",21.6658315624357
"X814",20.6309095497627
"X815",19.5543299287275
"X816",18.4321383171359
"X817",17.3471217066141
"X818",16.2413822727678
"X819",15.1513069208586
"X820",14.1011423564982
"X821",13.0315743649698
"X822",11.9534485523344
"X823",10.8505944783497
"X824",9.82975434302344
"X825",8.84322895846443
"X826",7.84742580455806
"X827",6.86482265986121
"X828",5.90224330357471
"X829",5.06647217802513
"X830",5.97643891762196
"X831",6.87471633985523
"X832",7.77204804259209
"X833",8.67834209074034
"X834",9.59587780943002
"X835",10.5046406221455
"X836",11.3831165965596
"X837",12.2962402125565
"X838",13.1346699347835
"X839",13.9613277688616
"X840",14.7700225556907
"X841",15.5833945883294
"X842",16.4075026369306
"X843",17.2047503661904
"X844",17.9768644043514
"X845",18.7610118978243
"X846",19.4968512586288
"X847",20.2497622919399
"X848",21.0371178408955
"X849",21.8044762160893
"X850",22.5327972404938
"X851",23.2400837455591
"X852",23.9303254045371
"X853",24.6131323586585
"X854",25.2361051990074
"X855",25.8567178162432
"X856",26.4852344593449
"X857",27.1088195348976
"X858",27.7159910129642
"X859",28.2877734140736
"X860",28.8452949373915
"X861",29.4054584472072
"X862",29.9752197465154
"X863",30.5377625055525
"X864",31.100793341205
"X865",31.5940030334793
"X866",32.0925376764031
"X867",32.6013037224101
"X868",33.1030081387141
"X869",33.588296414197
"X870",34.0307079090374
"X871",34.4661629394122
"X872",34.9769224517971
"X873",35.4839065588107
"X874",35.9796316826634
"X875",36.39912173329
"X876",36.8465821780121
"X877",37.3135191915281
"X878",37.7530232385575
"X879",38.2277077182641
"X880",38.6634493953474
"X881",38.9929071300061
"X882",39.2886937614134
"X883",39.6251225644171
"X884",39.9597151620659
"X885",40.2301004277771
"X886",40.4951655304726
"X887",40.7915497213788
"X888",41.0420065801518
"X889",41.3041663743221
"X890",41.5740680471633
"X891",41.8524289600961
"X892",42.118078204509
"X893",42.3944323793803
"X894",42.6685248533893
"X895",42.8914671024206
"X896",43.098198527006
"X897",43.256644277743
"X898",43.4221868164783
"X899",43.6651294657286
"X900",43.8419677571831
"X901",43.9722239302931
"X902",44.0913359584084
"X903",44.2245788636049
"X904",44.4066857023948
"X905",44.564328179089
"X906",44.7488629039727
"X907",44.905934211236
"X908",44.975776174969
"X909",45.083536788729
"X910",45.2165124748415
"X911",45.3328367103832
"X912",45.4037624496191
"X913",45.4498447992508
"X914",45.4911634048625
"X915",45.5540160221446
"X916",45.5701365154228
"X917",45.5989457903562
"X918",45.6893941169852
"X919",45.7470804825158
"X920",45.8069806896713
"X921",45.8294538269955
"X922",45.8293223267647
"X923",45.7839794235959
"X924",45.7759579969484
"X925",45.8284086219661
"X926",45.7569636073645
"X927",45.6701315570091
"X928",45.6430836417869
"X929",45.5440642614127
"X930",45.4451086473128
"X931",45.3976496988079
"X932",45.4094330976768
"X933",45.269732779271
"X934",45.1420642706556
"X935",45.1199232087244
"X936",45.0151829562807
"X937",44.8398889440462
"X938",44.7735102903439
"X939",44.6931138511436
"X940",44.5344831625616
"X941",44.3871870529149
"X942",44.3516988226325
"X943",44.1772334664415
"X944",43.9058895761553
"X945",43.6438474399735
"X946",43.4409560226369
"X947",43.2919042786959
"X948",43.1330333706855
"X949",42.9153222540081
"X950",42.7877562328999
"X951",42.5360648295259
"X952",42.3214727192192
"X953",42.2260062840024
"X954",42.2028546190951
"X955",42.0650426602549
"X956",41.798750587998
"X957",41.5137194548576
"X958",41.2624754291876
"X959",40.9683717090606
"X960",40.730788776045
"X961",40.4993919736738
"X962",40.2851013692314
"X963",40.0031113045313
"X964",39.7904159162094
"X965",39.6171252970863
"X966",39.5548381162007
"X967",39.4633585507123
"X968",39.2271643225785
"X969",39.0382231740975
"X970",38.9615112221955
"X971",38.8253964851761
"X972",38.6063962466759
"X973",38.3242299439772
"X974",38.1379386037224
"X975",37.8859571957105
"X976",37.6556927665077
"X977",37.4828692296669
"X978",37.2715995884501
"X979",36.9409615357891
"X980",36.5884143062655
"X981",36.363737723835
"X982",36.3290814446925
"X983",36.121134422541
"X984",35.8355512252997
"X985",35.5484469366105
"X986",35.3133871516225
"X987",35.0924842800144
"X988",35.0315752897817
"X989",35.0342972665756
"X990",34.9180662545045
"X991",34.7711266611114
"X992",34.5531351464356
"X993",34.3537336705893
"X994",34.3081192244546
"X995",34.2413625445517
"X996",34.0823142983866
"X997",32.6498874393538
"X998",31.1893742359496
"X999",29.8320673766769
"X1000",27.9166911891006
"X1001",26.1326989589353
"X1002",24.4331939535621
"X1003",22.6102674568462
"X1004",20.7807817510298
"X1005",19.0379117475286
"X1006",18.4629200344018
"X1007",17.8774678948547
"X1008",17.2602246477671
"X1009",17.1147128452557
"X1010",16.9943391991434
"X1011",16.858062915105
"X1012",16.7491504002745
"X1013",16.6424841366715
"X1014",16.5438645457907
"X1015",16.4613118495635
"X1016",16.3772019964409
"X1017",16.3191804158648
"X1018",16.2591719879964
"X1019",16.1718319655409
"X1020",16.0846084422577
"X1021",15.9909703988544
"X1022",15.9198442100272
"X1023",15.8399148757815
"X1024",15.7260403435078
"X1025",15.6291128845157
"X1026",15.5014176125992
"X1027",15.4054378316113
"X1028",15.3074935370998
"X1029",15.2647217220551
"X1030",15.2268650205395
"X1031",15.158638774347
"X1032",15.0886019297888
"X1033",15.0172955133636
"X1034",14.9670749415359
"X1035",14.9169443528997
"X1036",14.8687400344285
"X1037",14.8347958048876
"X1038",14.7590571413893
"X1039",14.6833024831614
"X1040",14.5933375801636
"X1041",14.5175623152598
"X1042",14.4791119257162
"X1043",14.4383986229815
"X1044",14.439335726094
"X1045",14.4368889352868
"X1046",14.420485542651
"X1047",14.3958935859729
"X1048",14.3528512061759
"X1049",14.2988917051868
"X1050",14.2976443767529
"X1051",14.2617815662019
"X1052",14.2432328875594
"X1053",14.2066959556184
"X1054",14.1511880341978
"X1055",14.1230936332419
"X1056",14.0960382611984
"X1057",14.0716053513641
"X1058",14.0847899613831
"X1059",14.065015547868
"X1060",14.0672552244079
"X1061",14.0429208109757
"X1062",14.0268860561162
"X1063",14.0128145686342
"X1064",13.9999953786081
"X1065",13.9911793225577
"X1066",14.0135960204216
"X1067",14.0255842310343
"X1068",14.0288852582947
"X1069",14.0273948944454
"X1070",14.0351370222084
"X1071",14.0502878527196
"X1072",14.0480649788308
"X1073",14.0182803893803
"X1074",14.023728945416
"X1075",14.0067948878136
"X1076",14.0159937036506
"X1077",14.0351841452663
"X1078",14.0364456707508
"X1079",14.0575653037611
"X1080",14.0625503921469
"X1081",14.0820115258538
"X1082",14.1167707594302
"X1083",14.0844055751574
"X1084",14.0860015329383
"X1085",14.0520205991191
"X1086",14.0085006391136
"X1087",13.9778004084265
"X1088",13.9120176252208
"X1089",13.8667193304145
"X1090",13.824796211269
"X1091",13.7729693299597
"X1092",13.7542647006809
"X1093",13.7340878056791
"X1094",13.698919688181
"X1095",13.6742067084843
"X1096",13.6673408527357
"X1097",13.6566329131104
"X1098",13.6289557581072
"X1099",13.6111490551022
"X1100",13.6046322568445
"X1101",13.5912747177462
"X1102",13.5445785168099
"X1103",13.5048826440684
"X1104",13.4650005248413
"X1105",13.4202632750245
"X1106",13.3822875672196
"X1107",13.3637370574928
"X1108",13.3275377234855
"X1109",13.2829783794598
"X1110",13.2617970007527
"X1111",13.2369857035571
"X1112",13.2342867601292
"X1113",13.2158624725093
"X1114",13.1934177063087
"X1115",13.1888375505166
"X1116",13.1404309940436
"X1117",13.1091488160335
"X1118",13.0613102742254
"X1119",12.9987654885558
"X1120",12.9748387796663
"X1121",12.9332983977605
"X1122",12.8966375576596
"X1123",12.8820071206895
"X1124",12.857433995906
"X1125",12.8520787559376
"X1126",12.8232871946916
"X1127",12.8102887370324
"X1128",12.7770477000368
"X1129",12.7175870572379
"X1130",12.6563210277338
"X1131",12.5950317586794
"X1132",12.5070595162692
"X1133",12.4281809463612
"X1134",12.3138542729909
"X1135",12.2119376070301
"X1136",12.0904758946492
"X1137",11.9955015289742
"X1138",11.9030266559405
"X1139",11.8056079333305
"X1140",11.7146878781171
"X1141",11.6273409104549
"X1142",11.4968429856635
"X1143",11.3940562291575
"X1144",11.2658742948281
"X1145",11.1579067260082
"X1146",11.0509648752062
"X1147",10.9407757766191
"X1148",10.8726643393241
"X1149",10.8087663227013
"X1150",10.7265781263932
"X1151",10.6573589147242
"X1152",10.5894153279474
"X1153",10.5431245734919
"X1154",10.4851727864431
"X1155",10.4248630523307
"X1156",10.3820982896298
"X1157",10.3218945916655
"X1158",10.2659380487589
"X1159",10.2271270912428
"X1160",10.1970266321153
"X1161",10.1672765902628
"X1162",10.135873121215
"X1163",10.1171761711659
"X1164",10.1082226938907
"X1165",10.0887752670252
"X1166",10.0701165981262
"X1167",10.0454926653538
"X1168",10.0106465800547
"X1169",9.95428693572159
"X1170",9.93089894603098
"X1171",9.92235701234686
"X1172",9.91252609481937
"X1173",9.88081529929528
"X1174",9.86894265013345
"X1175",9.83855434442513
"X1176",9.80208275502806
"X1177",9.76933141531249
"X1178",9.78916814149307
"X1179",9.78552911042306
"X1180",9.77063023307089
"X1181",9.75700017747913
"X1182",9.7472480982617
"X1183",9.71075581264463
"X1184",9.70366588586368
"X1185",9.69546305852627
"X1186",9.71485736678867
"X1187",9.70319481827581
"X1188",9.71283920860293
"X1189",9.73437060327762
"X1190",9.75253365672055
"X1191",9.74783867147012
"X1192",9.7552050709973
"X1193",9.76367772259641
"X1194",9.76736117571647
"X1195",9.74673248838911
"X1196",9.77439624647719
"X1197",9.7944685195981
"X1198",9.79696351888716
"X1199",9.80688054315281
"X1200",9.88065157340293
"X1201",9.96288469583682
"X1202",10.0297476532652
"X1203",10.1212737703035
"X1204",10.2296953261631
"X1205",10.3130330981485
"X1206",10.3952951509061
"X1207",10.5120752743687
"X1208",10.6206383639597
"X1209",10.6998300270942
"X1210",10.7755211387287
"X1211",10.8747208341875
"X1212",10.9824410565794
"X1213",11.1088431620457
"X1214",11.2203643370555
"X1215",11.3437430563185
"X1216",11.4556229702585
"X1217",11.5805245890843
"X1218",11.7345034684483
"X1219",11.8849030811395
"X1220",12.0303536789725
"X1221",12.1692517465676
"X1222",12.3284396048792
"X1223",12.5100668773199
"X1224",12.6971899088589
"X1225",12.8952539187526
"X1226",13.1033110729173
"X1227",13.296589818533
"X1228",13.5175236886389
"X1229",13.7450660647905
"X1230",13.9745766052875
"X1231",14.1706732131782
"X1232",14.3676976741324
"X1233",14.5589170913572
"X1234",14.7245235682539
"X1235",14.8861940232704
"X1236",15.0512707865626
"X1237",15.1963926269897
"X1238",15.3259542129887
"X1239",15.4570754931486
"X1240",15.5995461146602
"X1241",15.7586240087831
"X1242",15.9110680253288
"X1243",16.0532427914439
"X1244",16.2072640394188
"X1245",16.3686801783638
"X1246",16.5257686103459
"X1247",16.6873317297011
"X1248",16.8216733768178
"X1249",16.9468865852691
"X1250",17.059632170848
"X1251",17.1839357724018
"X1252",17.3234430691109
"X1253",17.4292389758039
"X1254",17.5243465822021
"X1255",17.6263789644507
"X1256",17.7030870428263
"X1257",17.7947516778342
"X1258",17.892667738353
"X1259",17.9900978453038
"X1260",18.0741859921672
"X1261",18.1604089252952
"X1262",18.2640507160332
"X1263",18.3788481901699
"X1264",18.4837724173807
"X1265",18.6243669891235
"X1266",18.7704175885257
"X1267",18.9148110654874
"X1268",19.0411816056015
"X1269",19.1679172519287
"X1270",19.297665696234
"X1271",19.4476950219047
"X1272",19.580933787903
"X1273",19.7142653413959
"X1274",19.8336258589675
"X1275",19.9556664792684
"X1276",20.075576342291
"X1277",20.1912851545766
"X1278",20.2998029633449
"X1279",20.4254325626184
"X1280",20.5461708333513
"X1281",20.6786045541148
"X1282",20.8184843628756
"X1283",20.965651601747
"X1284",21.1307891648434
"X1285",21.2962716460962
"X1286",21.4689127542803
"X1287",21.6605589418447
"X1288",21.8459106190789
"X1289",22.028554466916
"X1290",22.2024833430704
"X1291",22.3784288134144
"X1292",22.5645358825563
"X1293",22.7320551853421
"X1294",22.896037283161
"X1295",23.0559453016204
"X1296",23.2167823802078
"X1297",23.3847014469535
"X1298",23.5614239763206
"X1299",23.7682310907294
"X1300",23.9574463885339
"X1301",24.1519536778049
"X1302",24.3630380655149
"X1303",24.5667800668036
"X1304",24.7716286552704
"X1305",24.9771796711378
"X1306",25.167098302688
"X1307",25.3314402645289
"X1308",25.4531540394797
"X1309",25.5895470653635
"X1310",25.7014460280061
"X1311",25.7823421558897
"X1312",25.864461486158
"X1313",25.9432324956599
"X1314",26.0068664182164
"X1315",26.0763563379972
"X1316",26.1515886294565
"X1317",26.2315328318455
"X1318",26.312055106448
"X1319",26.3903195181153
"X1320",26.4741168220224
"X1321",26.5453754372854
"X1322",26.6127110400354
"X1323",26.6810875943796
"X1324",26.7343632361076
"X1325",26.7833454502534
"X1326",26.8303172931956
"X1327",26.8446339485216
"X1328",26.8640926952306
"X1329",26.878688903015
"X1330",26.8913918426366
"X1331",26.9071204009298
"X1332",26.9303231519489
"X1333",26.9457877759875
"X1334",26.9546454441084
"X1335",26.9626723870263
"X1336",27.0137232620078
"X1337",27.0571623214226
"X1338",27.1120154142571
"X1339",27.1611406069484
"X1340",27.2049616422216
"X1341",27.2202512278858
"X1342",27.2272880562353
"X1343",27.208854811197
"X1344",27.1875194065845
"X1345",27.1461114352624
"X1346",27.1181156208446
"X1347",27.0812859361908
"X1348",27.0599818910363
"X1349",27.028477171413
"X1350",27.0243152564453
"X1351",27.0181021226266
"X1352",27.0366766382315
"X1353",27.062622597012
"X1354",27.1101220539256
"X1355",27.1445437516522
"X1356",27.1902200692525
"X1357",27.230785581526
"X1358",27.3168006481853
"X1359",27.3981087496815
"X1360",27.5001447662253
"X1361",27.6510839640526
"X1362",27.8305751064231
"X1363",28.0621382306389
"X1364",28.3455414409508
"X1365",28.6730250654639
"X1366",29.0621807893347
"X1367",29.5182742296559
"X1368",30.0334834125522
"X1369",30.6111350829583
"X1370",31.2086952637463
"X1371",31.865937167665
"X1372",32.6187082570347
"X1373",33.4162455997706
"X1374",34.2739065708856
"X1375",35.20522772548
"X1376",36.1631301727697
"X1377",37.1669135176018
"X1378",38.2677763577411
"X1379",39.3859215504061
"X1380",40.5470030551872
"X1381",41.6820264424761
"X1382",42.8073170427786
"X1383",43.884075272078
"X1384",44.8747798487415
"X1385",45.734099108605
"X1386",46.4583735820524
"X1387",46.9987350097171
"X1388",47.3692348194975
"X1389",47.5470517719777
"X1390",47.5207782224049
"X1391",47.2727701465203
"X1392",46.8371680257524
"X1393",46.2242438845765
"X1394",45.4593320038366
"X1395",44.5823196521952
"X1396",43.6147099428803
"X1397",42.6056186622965
"X1398",41.542327821839
"X1399",40.5203592169463
"X1400",39.5517787173338
"X1401",38.669240947803
"X1402",37.9306761261763
"X1403",37.3731655625636
"X1404",36.9859671842919
"X1405",36.7738249858979
"X1406",36.7053866855019
"X1407",36.7921419498184
"X1408",36.9697226391908
"X1409",37.2223739260265
"X1410",37.4182677070731
"X1411",37.4924773207556
"X1412",37.3655884900975
"X1413",37.007196420769
"X1414",36.3195073237333
"X1415",35.3629827663094
"X1416",34.0841026461412
"X1417",32.5093063846891
"X1418",30.6757237827876
"X1419",28.7035788052704
"X1420",26.6026562951242
"X1421",24.5043737777862
"X1422",22.4668547315026
"X1423",20.6036983120554
"X1424",18.8784449957814
"X1425",17.3703382743935
"X1426",16.091654843712
"X1427",15.0671119351537
"X1428",14.2513950789979
"X1429",13.6435616681352
"X1430",13.2147917304549
"X1431",12.9171909527841
"X1432",12.7030508863421
"X1433",12.6327701907798
"X1434",12.6143269898558
"X1435",12.6340993532076
"X1436",12.6934698016013
"X1437",12.7616165608365
"X1438",12.8646061596846
"X1439",12.9863990391315
"X1440",13.1137352177263
"X1441",13.2870978061894
"X1442",13.4369766933735
"X1443",13.6201819871279
"X1444",13.8008893102538
"X1445",13.9690855193167
"X1446",14.1369691233736
"X1447",14.3236840628136
"X1448",14.4838893553157
"X1449",14.6352642486181
"X1450",14.7338592611962
"X1451",14.8164671657588
"X1452",14.8534762777961
"X1453",14.8691750812111
"X1454",14.8563134805184
"X1455",14.8351439409265
"X1456",14.7580022388343
"X1457",14.6595250812665
"X1458",14.5441282336293
"X1459",14.4165677896262
"X1460",14.268247297091
"X1461",14.1053611777265
"X1462",13.9417586067407
"X1463",13.8003013055898
"X1464",13.6469944383838
"X1465",13.5159384156536
"X1466",13.385154000779
"X1467",13.2518810755882
"X1468",13.1398289714886
"X1469",13.0533913176425
"X1470",13.0054490835188
"X1471",12.9783270786469
"X1472",12.9378391023158
"X1473",12.9221985008262
"X1474",12.9020078372645
"X1475",12.911549114988
"X1476",12.9429927575857
"X1477",12.9751241597256
"X1478",13.0152458211131
"X1479",13.0665882105238
"X1480",13.1239425482866
"X1481",13.187366619007
"X1482",13.2316273468658
"X1483",13.3043704560994
"X1484",13.3716247121716
"X1485",13.461741062778
"X1486",13.5521989604561
"X1487",13.6451865732645
"X1488",13.7298312558631
"X1489",13.8099376309479
"X1490",13.9069528426744
"X1491",14.0326703998185
"X1492",14.136893475658
"X1493",14.2722755740305
